None, 0
18845, 1
868028, 2
992453, 3
None, 4
632392, 5
None, 6
917836, 7
None, 8
180928, 9
225418, 10
981782, 11
673589, 12
None, 13
824985, 14
None, 15
None, 16
None, 17
None, 18
None, 19
947838, 20
726190, 21
533054, 22
None, 23
46984, 24
293535, 25
936075, 26
None, 27
None, 28
587061, 29
None, 30
None, 31
None, 32
None, 33
551115, 34
None, 35
719713, 36
995861, 37
None, 38
None, 39
None, 40
None, 41
973217, 42
None, 43
None, 44
None, 45
None, 46
320897, 47
None, 48
None, 49
None, 50
706886, 51
None, 52
446651, 53
None, 54
None, 55
None, 56
None, 57
None, 58
591884, 59
10319, 60
179245, 61
828302, 62
814671, 63
859185, 64
None, 65
None, 66
952394, 67
945457, 68
436570, 69
496950, 70
None, 71
531829, 72
842911, 73
307139, 74
602429, 75
146143, 76
None, 77
440654, 78
18914, 79
227286, 80
14438, 81
None, 82
None, 83
None, 84
461948, 85
None, 86
None, 87
695804, 88
None, 89
361831, 90
36638, 91
None, 92
None, 93
661586, 94
None, 95
None, 96
None, 97
79358, 98
None, 99
70244, 100
None, 101
None, 102
None, 103
396852, 104
530124, 105
351982, 106
133487, 107
768330, 108
153547, 109
840840, 110
866139, 111
825824, 112
None, 113
550766, 114
None, 115
None, 116
None, 117
705238, 118
None, 119
760468, 120
671488, 121
157317, 122
492527, 123
None, 124
823146, 125
880724, 126
None, 127
None, 128
None, 129
None, 130
None, 131
None, 132
None, 133
809058, 134
288456, 135
898840, 136
None, 137
None, 138
178382, 139
221593, 140
405506, 141
None, 142
None, 143
None, 144
920625, 145
457042, 146
None, 147
None, 148
659083, 149
None, 150
479979, 151
631896, 152
789638, 153
130185, 154
616825, 155
None, 156
740304, 157
None, 158
None, 159
None, 160
None, 161
595873, 162
641975, 163
None, 164
617682, 165
None, 166
None, 167
None, 168
None, 169
None, 170
671330, 171
362383, 172
None, 173
None, 174
None, 175
396297, 176
730913, 177
None, 178
None, 179
None, 180
None, 181
None, 182
None, 183
280702, 184
None, 185
None, 186
206498, 187
None, 188
475305, 189
None, 190
None, 191
134650, 192
181428, 193
594034, 194
288974, 195
631926, 196
None, 197
None, 198
None, 199
None, 200
None, 201
None, 202
None, 203
744849, 204
None, 205
None, 206
None, 207
336054, 208
None, 209
None, 210
None, 211
None, 212
34415, 213
896559, 214
148906, 215
None, 216
None, 217
None, 218
None, 219
None, 220
None, 221
482227, 222
None, 223
547396, 224
None, 225
None, 226
936577, 227
None, 228
None, 229
None, 230
None, 231
None, 232
108172, 233
None, 234
None, 235
276918, 236
None, 237
None, 238
None, 239
