708908, 0
691612, 1
953253, 2
443042, 3
786842, 4
625028, 5
395745, 6
701543, 7
161267, 8
119919, 9
440847, 10
616814, 11
128789, 12
523538, 13
398800, 14
909164, 15
491687, 16
20112, 17
444253, 18
400902, 19
202764, 20
39508, 21
458728, 22
636276, 23
470634, 24
693471, 25
621439, 26
270504, 27
473311, 28
684665, 29
997305, 30
124255, 31
260292, 32
871374, 33
559339, 34
312633, 35
134268, 36
449778, 37
139562, 38
251445, 39
182923, 40
708371, 41
254120, 42
534714, 43
805944, 44
418862, 45
686925, 46
480034, 47
754632, 48
208863, 49
340624, 50
291623, 51
58503, 52
368854, 53
954561, 54
597957, 55
689143, 56
179885, 57
621755, 58
334803, 59
524586, 60
34160, 61
923451, 62
702048, 63
495194, 64
240802, 65
820459, 66
147270, 67
201601, 68
404387, 69
300057, 70
532420, 71
198036, 72
652979, 73
456704, 74
204697, 75
487393, 76
668000, 77
381547, 78
765292, 79
416052, 80
125093, 81
727618, 82
194161, 83
294809, 84
781316, 85
550285, 86
354997, 87
159277, 88
759128, 89
646826, 90
170907, 91
33093, 92
29322, 93
860589, 94
92886, 95
943098, 96
555461, 97
755718, 98
244478, 99
223432, 100
304971, 101
685291, 102
837385, 103
858914, 104
857604, 105
250888, 106
813452, 107
310327, 108
886275, 109
675826, 110
737871, 111
223891, 112
765488, 113
699429, 114
591607, 115
367510, 116
374541, 117
325149, 118
358710, 119
764626, 120
735168, 121
399555, 122
530164, 123
53940, 124
436879, 125
152615, 126
372778, 127
204502, 128
429529, 129
46101, 130
638875, 131
120682, 132
105442, 133
87261, 134
480425, 135
374235, 136
439906, 137
481339, 138
929619, 139
405488, 140
519855, 141
839995, 142
305085, 143
447645, 144
259520, 145
95600, 146
280741, 147
463333, 148
228513, 149
28983, 150
926378, 151
504704, 152
80331, 153
571536, 154
267043, 155
68559, 156
487541, 157
274186, 158
357608, 159
967246, 160
234469, 161
212553, 162
708804, 163
8156, 164
190595, 165
311097, 166
521231, 167
786041, 168
362695, 169
538859, 170
164871, 171
920662, 172
705218, 173
471134, 174
925072, 175
814078, 176
910277, 177
350880, 178
815375, 179
716395, 180
34415, 181
745113, 182
780963, 183
291610, 184
449250, 185
476474, 186
817503, 187
168048, 188
548694, 189
552834, 190
430476, 191
741547, 192
343384, 193
466728, 194
515033, 195
718417, 196
178225, 197
447735, 198
9113, 199
183942, 200
63199, 201
781743, 202
186388, 203
529757, 204
293341, 205
367935, 206
654082, 207
408229, 208
686439, 209
730964, 210
353452, 211
270320, 212
60504, 213
109852, 214
963710, 215
857510, 216
668261, 217
95715, 218
752240, 219
577748, 220
706592, 221
814678, 222
295054, 223
879808, 224
289830, 225
137895, 226
645329, 227
728837, 228
208165, 229
252255, 230
243463, 231
221588, 232
194317, 233
62688, 234
572930, 235
533284, 236
787990, 237
456047, 238
154876, 239
22867, 240
79005, 241
135252, 242
443793, 243
667755, 244
848042, 245
641252, 246
153417, 247
176812, 248
364588, 249
638217, 250
352715, 251
769907, 252
353769, 253
671888, 254
626191, 255
514422, 256
684262, 257
122858, 258
411204, 259
314668, 260
357361, 261
650542, 262
617199, 263
303121, 264
946342, 265
366411, 266
795909, 267
67760, 268
197503, 269
379457, 270
528630, 271
716187, 272
517039, 273
586781, 274
908142, 275
625021, 276
355782, 277
169495, 278
916940, 279
387249, 280
852482, 281
141857, 282
116523, 283
370635, 284
777254, 285
740434, 286
471442, 287
271552, 288
509861, 289
728053, 290
418262, 291
67576, 292
30499, 293
39462, 294
968081, 295
831562, 296
888942, 297
220200, 298
600310, 299
178411, 300
732505, 301
766544, 302
744235, 303
435543, 304
843181, 305
17438, 306
507606, 307
330096, 308
131496, 309
953235, 310
663531, 311
566008, 312
410555, 313
960571, 314
923824, 315
725504, 316
683141, 317
986513, 318
582269, 319
566699, 320
868470, 321
30901, 322
599311, 323
397320, 324
341492, 325
333353, 326
240863, 327
372556, 328
189199, 329
266503, 330
296031, 331
317318, 332
196112, 333
506373, 334
645937, 335
611593, 336
632727, 337
997425, 338
744613, 339
975426, 340
170868, 341
104909, 342
492317, 343
981656, 344
915179, 345
738302, 346
207916, 347
125194, 348
253370, 349
958289, 350
164949, 351
672928, 352
153619, 353
796048, 354
273128, 355
475437, 356
434415, 357
268805, 358
721826, 359
427515, 360
947838, 361
473530, 362
128869, 363
729433, 364
510238, 365
378711, 366
767444, 367
757870, 368
112594, 369
596672, 370
719398, 371
182471, 372
58272, 373
373480, 374
168715, 375
411035, 376
719827, 377
395207, 378
682205, 379
760016, 380
777337, 381
323753, 382
914716, 383
